Player,Nation,Pos,Age,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,PrgC,PrgP,PrgR,Gls,Ast,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,Team,total_points,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,selected_by_percent,now_cost,element_type
Thilo Kehrer,de GER,"DF,MF",26.0,0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WestHamUnited,2,1,0.7,8.6,0.0,0,7,0.9,0,0.1,42,DEF
Kaelan Casey,eng ENG,DF,18.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WestHamUnited,1,0,0.0,2.0,0.0,0,3,0.2,0,0.0,40,DEF
Joseph Anang,eng ENG,GK,23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WestHamUnited,0,0,0.0,0.0,0.0,0,0,0.0,0,0.1,40,GK
Conor Coventry,ie IRL,MF,23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WestHamUnited,0,0,0.0,0.0,0.0,0,0,0.0,0,0.1,43,MID
Callum Marshall,nir NIR,FW,18.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WestHamUnited,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,45,FWD
Lewis Orford,eng ENG,MF,17.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WestHamUnited,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,45,MID
Oliver Scarles,eng ENG,DF,17.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WestHamUnited,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,40,DEF
Joachim Andersen,dk DEN,DF,27.0,38,3415.0,37.9,2.0,3.0,2.0,0.0,0.0,7.0,0.0,1.7,1.7,2.8,21.0,147.0,10.0,0.05,0.08,0.05,0.13,0.04,0.07,0.12,0.04,CrystalPalace,121,58,301.1,873.6,253.0,12,679,143.1,10,14.1,47,DEF
Tyrick Mitchell,eng ENG,"DF,MF",23.0,37,3204.0,35.6,2.0,3.0,2.0,0.0,0.0,6.0,0.0,1.6,1.6,2.8,32.0,94.0,159.0,0.06,0.08,0.06,0.14,0.04,0.08,0.12,0.04,CrystalPalace,119,55,393.7,669.8,209.0,10,590,127.4,10,4.7,45,DEF
Jordan Ayew,gh GHA,"FW,MF",31.0,30,2543.0,28.3,4.0,7.0,4.0,0.0,0.0,9.0,1.0,3.9,3.9,4.2,74.0,63.0,173.0,0.14,0.25,0.14,0.39,0.14,0.15,0.29,0.14,CrystalPalace,109,39,445.2,517.6,550.0,3,325,151.1,11,0.3,53,MID
Jean-Philippe Mateta,fr FRA,FW,26.0,25,2282.0,25.4,16.0,5.0,14.0,2.0,2.0,3.0,0.0,10.9,9.4,3.1,29.0,25.0,135.0,0.63,0.2,0.55,0.75,0.43,0.12,0.56,0.37,CrystalPalace,165,44,404.0,775.0,741.0,22,563,191.9,8,7.3,51,FWD
Eberechi Eze,eng ENG,"MF,FW",25.0,24,2055.0,22.8,11.0,4.0,10.0,1.0,1.0,3.0,0.0,9.1,8.3,5.2,68.0,93.0,139.0,0.48,0.18,0.44,0.61,0.4,0.23,0.62,0.36,CrystalPalace,136,28,810.0,740.4,735.0,11,490,228.7,8,5.4,60,MID
Chris Richards,us USA,"DF,MF",23.0,23,2094.0,23.3,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.6,0.6,0.4,1.0,43.0,1.0,0.04,0.04,0.04,0.09,0.03,0.02,0.04,0.03,CrystalPalace,62,38,87.5,456.2,108.0,4,370,65.2,4,1.5,39,DEF
Marc Guéhi,eng ENG,DF,23.0,23,2021.0,22.5,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,0.6,15.0,67.0,7.0,0.0,0.04,0.0,0.04,0.03,0.03,0.05,0.03,CrystalPalace,66,32,106.6,417.8,35.0,6,397,56.1,6,1.3,42,DEF
Joel Ward,eng ENG,DF,33.0,23,1980.0,22.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.9,0.9,0.2,16.0,66.0,14.0,0.0,0.05,0.0,0.05,0.04,0.01,0.05,0.04,CrystalPalace,54,34,79.0,348.2,41.0,0,304,46.8,5,0.2,45,DEF
Will Hughes,eng ENG,MF,28.0,23,1891.0,21.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.3,0.3,1.1,14.0,76.0,17.0,0.0,0.05,0.0,0.05,0.02,0.05,0.07,0.02,CrystalPalace,61,38,338.6,319.2,67.0,2,252,72.3,8,0.0,49,MID
Sam Johnstone,eng ENG,GK,30.0,20,1796.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CrystalPalace,68,27,0.0,321.4,0.0,7,310,32.2,6,1.3,43,GK
Dean Henderson,eng ENG,GK,26.0,18,1620.0,18.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CrystalPalace,48,30,0.0,434.8,0.0,2,293,43.7,4,1.7,44,GK
Jeffrey Schlupp,gh GHA,"FW,MF",30.0,17,1352.0,15.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.8,1.8,2.3,20.0,33.0,52.0,0.13,0.13,0.13,0.27,0.12,0.15,0.27,0.12,CrystalPalace,66,25,234.2,279.8,229.0,4,201,74.1,4,0.1,48,MID
Daniel Muñoz,co COL,"DF,MF",27.0,16,1439.0,16.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,1.2,1.2,2.4,25.0,38.0,80.0,0.0,0.25,0.0,0.25,0.08,0.15,0.23,0.08,CrystalPalace,56,22,265.6,331.0,119.0,3,270,71.7,5,0.6,45,DEF
Adam Wharton,eng ENG,MF,19.0,15,1297.0,14.4,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,2.4,14.0,79.0,10.0,0.0,0.21,0.0,0.21,0.02,0.17,0.19,0.02,CrystalPalace,50,16,287.9,255.0,29.0,4,222,57.3,7,0.0,50,MID
Nathaniel Clyne,eng ENG,DF,32.0,14,1338.0,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,10.0,33.0,18.0,0.0,0.0,0.0,0.0,0.01,0.01,0.03,0.01,CrystalPalace,52,16,67.8,179.6,21.0,0,259,27.0,5,0.2,43,DEF
Michael Olise,fr FRA,"FW,MF",21.0,14,1275.0,14.2,10.0,6.0,9.0,1.0,1.0,0.0,0.0,5.5,4.7,5.8,68.0,78.0,134.0,0.71,0.42,0.64,1.06,0.39,0.41,0.8,0.33,CrystalPalace,125,19,568.7,627.6,556.0,21,438,175.4,3,5.3,57,MID
Cheick Doucouré,ml MLI,MF,23.0,11,919.0,10.2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.7,9.0,49.0,5.0,0.0,0.0,0.0,0.0,0.03,0.07,0.1,0.03,CrystalPalace,21,12,138.5,165.8,36.0,0,141,34.2,3,0.0,48,MID
Naouirou Ahamada,fr FRA,"MF,FW",21.0,0,349.0,3.9,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.5,0.5,0.0,19.0,25.0,20.0,0.0,0.0,0.0,0.0,0.13,0.01,0.13,0.13,CrystalPalace,16,14,25.2,41.2,61.0,0,52,12.9,0,0.4,43,MID
David Ozoh,eng ENG,"MF,DF",18.0,0,156.0,1.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CrystalPalace,8,5,4.0,25.2,0.0,0,27,2.9,0,0.0,45,MID
James Tomkins,eng ENG,DF,34.0,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CrystalPalace,3,2,0.3,3.0,0.0,0,12,0.3,0,0.4,39,DEF
Remi Matthews,eng ENG,GK,29.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CrystalPalace,1,1,0.0,1.0,0.0,0,3,0.1,0,0.1,39,GK
Tayo Adaramola,ie IRL,DF,19.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CrystalPalace,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,40,DEF
Malcolm Ebiowei,eng ENG,MF,19.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CrystalPalace,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,44,MID
John-Kymani Gordon,eng ENG,"FW,MF",20.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CrystalPalace,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,45,FWD
Rob Holding,eng ENG,DF,27.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CrystalPalace,0,0,0.0,0.0,0.0,0,0,0.0,0,0.1,43,DEF
Roshaun Mathurin,eng ENG,FW,19.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CrystalPalace,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,44,MID
Ademola Ola-Adebomi,eng ENG,FW,19.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CrystalPalace,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,45,FWD
Luke Plange,eng ENG,FW,20.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CrystalPalace,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,45,FWD
Jadan Raymond,wls WAL,MF,19.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CrystalPalace,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,45,MID
Kaden Rodney,eng ENG,DF,18.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CrystalPalace,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,45,MID
Franco Umeh-Chibueze,ie IRL,MF,18.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CrystalPalace,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,45,FWD
Pascal Groß,de GER,"MF,DF",32.0,34,3114.0,34.6,4.0,10.0,3.0,1.0,1.0,6.0,0.0,6.5,5.7,8.1,83.0,302.0,180.0,0.12,0.29,0.09,0.38,0.19,0.24,0.42,0.16,BrightonandHoveAlbion,153,50,1674.9,988.6,434.0,29,724,309.9,7,4.1,61,MID
Lewis Dunk,eng ENG,DF,31.0,33,2869.0,31.9,3.0,1.0,3.0,0.0,0.0,7.0,1.0,3.1,3.1,0.9,33.0,152.0,13.0,0.09,0.03,0.09,0.13,0.1,0.03,0.12,0.1,BrightonandHoveAlbion,89,53,205.4,823.0,389.0,11,567,141.7,5,5.3,52,DEF
Jan Paul van Hecke,nl NED,DF,23.0,26,2369.0,26.3,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.2,1.2,0.9,25.0,147.0,7.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,BrightonandHoveAlbion,61,38,176.4,631.8,175.0,3,454,98.5,5,2.1,40,DEF
Simon Adingra,ci CIV,FW,21.0,25,2222.0,24.7,6.0,1.0,6.0,0.0,0.0,3.0,0.0,4.3,4.3,3.7,111.0,50.0,278.0,0.24,0.04,0.24,0.28,0.17,0.15,0.32,0.17,BrightonandHoveAlbion,97,38,507.8,477.6,751.0,8,330,173.4,4,0.6,50,MID
Billy Gilmour,sct SCO,MF,22.0,24,2120.0,23.6,0.0,1.0,0.0,0.0,0.0,8.0,1.0,1.0,1.0,2.0,39.0,193.0,33.0,0.0,0.04,0.0,0.04,0.04,0.09,0.13,0.04,BrightonandHoveAlbion,61,37,481.5,291.4,104.0,4,354,87.7,6,0.2,48,MID
Bart Verbruggen,nl NED,GK,20.0,21,1890.0,21.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BrightonandHoveAlbion,68,28,1.0,541.4,0.0,7,417,54.3,4,1.2,44,GK
Danny Welbeck,eng ENG,"FW,MF",32.0,21,1693.0,18.8,5.0,1.0,5.0,0.0,0.0,4.0,0.0,5.3,5.3,1.7,32.0,44.0,100.0,0.27,0.05,0.27,0.32,0.28,0.09,0.37,0.28,BrightonandHoveAlbion,79,28,320.9,326.2,492.0,5,261,114.0,8,1.0,57,FWD
Joël Veltman,nl NED,DF,31.0,17,1588.0,17.6,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.4,0.4,0.5,24.0,85.0,54.0,0.06,0.06,0.06,0.11,0.02,0.03,0.05,0.02,BrightonandHoveAlbion,49,32,97.8,320.8,98.0,0,294,51.8,3,0.6,43,DEF
Jason Steele,eng ENG,GK,32.0,17,1530.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BrightonandHoveAlbion,42,34,0.1,382.2,0.0,5,300,38.2,2,1.7,40,GK
Facundo Buonanotte,ar ARG,"FW,MF",18.0,17,1364.0,15.2,3.0,1.0,3.0,0.0,0.0,7.0,0.0,2.4,2.4,1.8,23.0,42.0,69.0,0.2,0.07,0.2,0.26,0.16,0.12,0.28,0.16,BrightonandHoveAlbion,57,19,291.3,254.8,238.0,1,160,78.4,6,0.1,47,MID
Kaoru Mitoma,jp JPN,FW,26.0,15,1486.0,16.5,3.0,4.0,3.0,0.0,0.0,4.0,0.0,3.5,3.5,2.7,121.0,64.0,239.0,0.18,0.24,0.18,0.42,0.21,0.16,0.37,0.21,BrightonandHoveAlbion,74,27,375.1,327.6,636.0,7,252,134.0,1,11.8,64,MID
Evan Ferguson,ie IRL,FW,18.0,15,1367.0,15.2,6.0,0.0,6.0,0.0,0.0,1.0,0.0,4.6,4.6,0.5,13.0,15.0,62.0,0.4,0.0,0.4,0.4,0.3,0.04,0.34,0.3,BrightonandHoveAlbion,69,28,106.7,275.0,393.0,5,218,77.3,2,3.5,57,FWD
Carlos Baleba,cm CMR,MF,19.0,15,1325.0,14.7,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.8,0.8,0.3,19.0,50.0,9.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,BrightonandHoveAlbion,34,28,134.7,179.8,72.0,0,174,38.8,2,0.0,45,MID
Pervis Estupiñán,ec ECU,DF,25.0,15,1243.0,13.8,2.0,3.0,2.0,0.0,0.0,4.0,0.0,1.0,1.0,3.5,47.0,83.0,88.0,0.14,0.22,0.14,0.36,0.07,0.25,0.32,0.07,BrightonandHoveAlbion,57,26,382.6,350.8,156.0,7,291,89.0,3,14.5,47,DEF
Adam Webster,eng ENG,DF,28.0,13,1144.0,12.7,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.1,16.0,80.0,2.0,0.0,0.0,0.0,0.0,0.03,0.01,0.05,0.03,BrightonandHoveAlbion,26,22,89.3,252.2,54.0,2,212,39.7,2,0.3,42,DEF
Adam Lallana,eng ENG,"MF,FW",35.0,13,850.0,9.4,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.8,0.8,1.7,9.0,39.0,55.0,0.0,0.11,0.0,0.11,0.09,0.18,0.27,0.09,BrightonandHoveAlbion,30,13,248.7,83.0,130.0,0,95,45.8,2,0.0,49,MID
James Milner,eng ENG,"DF,MF",37.0,11,773.0,8.6,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,1.8,11.0,69.0,73.0,0.0,0.23,0.0,0.23,0.03,0.21,0.24,0.03,BrightonandHoveAlbion,28,12,253.5,152.8,61.0,0,146,46.8,4,0.1,48,MID
Tariq Lamptey,gh GHA,"DF,FW",22.0,10,914.0,10.2,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,1.2,39.0,17.0,64.0,0.0,0.3,0.0,0.3,0.04,0.12,0.16,0.04,BrightonandHoveAlbion,31,20,173.7,144.6,60.0,0,155,37.6,1,3.6,39,DEF
Jack Hinshelwood,eng ENG,DF,18.0,8,869.0,9.7,3.0,0.0,3.0,0.0,0.0,1.0,0.0,1.9,1.9,0.7,16.0,19.0,38.0,0.31,0.0,0.31,0.31,0.19,0.07,0.26,0.19,BrightonandHoveAlbion,42,17,118.9,200.2,230.0,5,155,55.0,2,0.0,45,MID
Solly March,eng ENG,"FW,DF",29.0,7,554.0,6.2,3.0,1.0,3.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,14.0,24.0,44.0,0.49,0.16,0.49,0.65,0.32,0.16,0.47,0.32,BrightonandHoveAlbion,39,11,126.5,197.4,139.0,6,134,46.4,2,2.0,61,MID
Jakub Moder,pl POL,"MF,DF",24.0,6,618.0,6.9,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,0.8,10.0,23.0,26.0,0.0,0.0,0.0,0.0,0.08,0.11,0.2,0.08,BrightonandHoveAlbion,21,13,82.3,87.2,84.0,0,89,25.4,1,0.1,44,MID
Mahmoud Dahoud,de GER,MF,27.0,6,452.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.2,0.9,4.0,11.0,6.0,0.0,0.2,0.0,0.2,0.04,0.18,0.22,0.04,BrightonandHoveAlbion,14,6,127.2,70.4,24.0,0,68,21.7,1,0.1,48,MID
Julio Enciso,py PAR,"MF,FW",19.0,5,475.0,5.3,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.4,1.4,1.7,28.0,21.0,29.0,0.0,0.38,0.0,0.38,0.27,0.32,0.59,0.27,BrightonandHoveAlbion,20,12,131.7,81.0,157.0,0,62,36.9,0,0.4,50,MID
Valentín Barco,ar ARG,"DF,FW",19.0,3,307.0,3.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.2,8.0,14.0,20.0,0.0,0.0,0.0,0.0,0.05,0.07,0.13,0.05,BrightonandHoveAlbion,5,9,69.6,44.8,39.0,0,33,15.5,0,0.0,40,DEF
Odeluga Offiah,eng ENG,DF,20.0,1,128.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BrightonandHoveAlbion,4,3,5.5,6.4,4.0,0,21,1.6,0,0.0,40,DEF
Steven Alzate,co COL,MF,24.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BrightonandHoveAlbion,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,44,MID
Luca Barrington,eng ENG,MF,18.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BrightonandHoveAlbion,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,45,MID
Samy Chouchane,tn TUN,MF,19.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BrightonandHoveAlbion,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,45,MID
Ben Jackson,eng ENG,DF,19.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BrightonandHoveAlbion,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,40,DEF
Leigh Kavanagh,ie IRL,DF,19.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BrightonandHoveAlbion,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,40,DEF
Cameron Peupion,au AUS,MF,20.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BrightonandHoveAlbion,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,45,MID
Illia Zabarnyi,ua UKR,DF,20.0,37,3330.0,37.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,1.1,1.1,0.4,24.0,109.0,1.0,0.03,0.0,0.03,0.03,0.03,0.01,0.04,0.03,Bournemouth,84,67,111.1,686.0,117.0,3,583,91.5,8,1.9,44,DEF
Dominic Solanke,eng ENG,FW,25.0,37,3325.0,36.9,19.0,3.0,17.0,2.0,3.0,3.0,0.0,19.6,17.2,3.0,52.0,60.0,184.0,0.51,0.08,0.46,0.54,0.53,0.08,0.61,0.47,Bournemouth,175,61,479.6,902.0,1348.0,20,560,272.7,10,17.8,69,FWD
Ryan Christie,sct SCO,MF,28.0,35,2907.0,32.3,0.0,5.0,0.0,0.0,0.0,6.0,0.0,2.3,2.3,5.4,60.0,167.0,78.0,0.0,0.15,0.0,0.15,0.07,0.17,0.24,0.07,Bournemouth,90,56,780.2,620.2,351.0,5,433,175.4,8,0.1,50,MID
Lewis Cook,eng ENG,MF,26.0,32,2786.0,31.0,0.0,3.0,0.0,0.0,0.0,5.0,1.0,0.4,0.4,4.3,22.0,142.0,15.0,0.0,0.1,0.0,0.1,0.01,0.14,0.15,0.01,Bournemouth,77,51,681.9,520.2,67.0,5,446,127.2,8,0.1,48,MID
Marcos Senesi,ar ARG,DF,26.0,26,2242.0,24.9,4.0,5.0,4.0,0.0,0.0,13.0,0.0,2.0,2.0,1.7,31.0,127.0,4.0,0.16,0.2,0.16,0.36,0.08,0.07,0.15,0.08,Bournemouth,102,44,311.2,735.0,147.0,13,486,119.7,6,2.4,44,DEF
Justin Kluivert,nl NED,"MF,FW",24.0,26,1916.0,21.3,7.0,1.0,7.0,0.0,0.0,5.0,0.0,6.2,6.2,1.9,65.0,50.0,114.0,0.33,0.05,0.33,0.38,0.29,0.09,0.38,0.29,Bournemouth,100,23,283.2,362.2,619.0,2,229,126.4,11,0.7,46,MID
Adam Smith,eng ENG,DF,32.0,25,2150.0,23.9,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.1,0.1,1.3,24.0,89.0,28.0,0.0,0.08,0.0,0.08,0.0,0.05,0.06,0.0,Bournemouth,80,33,296.5,336.4,27.0,4,378,66.1,8,0.5,44,DEF
Marcus Tavernier,eng ENG,FW,24.0,25,2118.0,23.5,3.0,4.0,3.0,0.0,0.0,3.0,0.0,3.9,3.9,5.2,79.0,84.0,171.0,0.13,0.17,0.13,0.3,0.17,0.22,0.39,0.17,Bournemouth,89,38,649.4,468.4,460.0,5,324,157.8,8,0.3,50,MID
Antoine Semenyo,gh GHA,FW,23.0,25,2105.0,23.4,8.0,2.0,8.0,0.0,0.0,6.0,0.0,4.6,4.6,3.2,89.0,64.0,188.0,0.34,0.09,0.34,0.43,0.2,0.14,0.34,0.2,Bournemouth,107,33,411.2,506.8,748.0,14,363,166.8,8,2.0,45,FWD
Milos Kerkez,hu HUN,DF,19.0,22,1970.0,21.9,0.0,1.0,0.0,0.0,0.0,4.0,1.0,1.2,1.2,0.8,46.0,44.0,93.0,0.0,0.05,0.0,0.05,0.06,0.04,0.09,0.06,Bournemouth,59,37,216.5,310.0,150.0,1,290,67.7,6,0.3,44,DEF
Lloyd Kelly,eng ENG,DF,24.0,17,1559.0,17.3,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,1.2,15.0,56.0,28.0,0.0,0.06,0.0,0.06,0.02,0.07,0.09,0.02,Bournemouth,48,32,141.8,279.0,48.0,5,293,46.9,4,0.1,45,DEF
Philip Billing,dk DEN,MF,27.0,13,1398.0,15.5,2.0,2.0,2.0,0.0,0.0,3.0,1.0,2.5,2.5,3.2,22.0,53.0,63.0,0.13,0.13,0.13,0.26,0.16,0.21,0.36,0.16,Bournemouth,60,36,313.5,304.2,267.0,3,228,88.3,2,0.3,51,MID
Max Aarons,eng ENG,DF,23.0,13,1237.0,13.7,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8,22.0,43.0,26.0,0.0,0.07,0.0,0.07,0.0,0.06,0.06,0.0,Bournemouth,28,35,114.0,179.6,27.0,0,199,31.8,2,0.1,44,DEF
Dango Ouattara,bf BFA,"FW,DF",21.0,12,1229.0,13.7,1.0,2.0,1.0,0.0,0.0,3.0,0.0,2.6,2.6,1.5,47.0,35.0,90.0,0.07,0.15,0.07,0.22,0.19,0.11,0.3,0.19,Bournemouth,56,24,245.4,298.4,332.0,3,207,87.8,5,0.0,47,MID
Alex Scott,eng ENG,MF,19.0,11,1014.0,11.3,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.7,0.7,1.7,24.0,50.0,35.0,0.09,0.09,0.09,0.18,0.06,0.15,0.22,0.06,Bournemouth,41,25,294.7,197.0,116.0,3,163,60.7,3,0.0,49,MID
Luis Sinisterra,co COL,"FW,MF",24.0,7,699.0,7.8,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.5,2.5,2.4,51.0,38.0,85.0,0.26,0.26,0.26,0.52,0.33,0.31,0.64,0.33,Bournemouth,43,18,251.4,221.4,343.0,2,149,81.7,1,0.0,55,MID
